,type,epoch,top1,top5,loss,time,grad_norm,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
0,train,0,0.4718833333333333,0.8423333333333334,0.007014893382787705,4.5,0.3450855307176914,8.567686770982446,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.487,0.8563,0.00693436793088913,,,,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.5839833333333333,0.9235833333333333,0.005448641163110733,4.3,0.33689253861274304,9.478831591992789,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.6004,0.9232,0.005354608464241028,,,,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.6463333333333333,0.9492833333333334,0.0045644946823517486,4.3,0.27649877118894134,10.32111480919718,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.6624,0.9516,0.004470433866977691,,,,0,0,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.6467,0.9491166666666667,0.00457069039940834,4.4,348.5113196929589,10.306295115259674,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.6625,0.9514,0.004476977026462555,,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.6464,0.9491833333333334,0.004576989869276683,4.2,696.1105050821432,10.291527613069285,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.6635,0.9515,0.004484393411874771,,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.6463166666666667,0.9492166666666667,0.004583203274011612,4.1,1042.9509764218794,10.276811088803337,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.6629,0.9515,0.004490862882137299,,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.6465166666666666,0.9491166666666667,0.004589215981960297,4.3,137.75417991615467,10.262140203570391,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.6636,0.9517,0.004497540831565857,,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.64655,0.94925,0.0045953162888685865,4.2,275.15490821388113,10.247520261846912,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.6639,0.9514,0.0045046040654182435,,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.6465,0.9493,0.004601719600955645,4.3,412.19720596294104,10.232951513086434,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.6633,0.9515,0.004510768306255341,,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.6825333333333333,0.9607,0.0040387868920962015,4.2,0.29882952200462976,10.95892157500829,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.6981,0.9617,0.003940195971727371,,,,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7068666666666666,0.9668833333333333,0.0037109049012263614,4.2,0.2604621296302773,11.497575371607708,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7175,0.9702,0.003611882346868515,,,,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.72205,0.9697833333333333,0.0035039552052815756,4.3,0.2828304061466565,11.918011819434419,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.731,0.9723,0.0034067984342575075,,,,0,1,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7225833333333334,0.9699333333333333,0.0035073945273955665,4.1,1353.6406407499842,11.898029017983268,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7311,0.9723,0.003410342741012573,,,,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.72235,0.9698666666666667,0.0035112270812193555,4.4,1680.9279203290623,11.87810750994996,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7316,0.9724,0.0034130240678787232,,,,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7224166666666667,0.9697333333333333,0.0035142015616099038,4.5,2016.7905170018998,11.858252475593272,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7309,0.9723,0.0034176691591739656,,,,1,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.72265,0.9699,0.003516988263527552,4.3,530.3990153324993,11.838452492886868,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.731,0.9721,0.003421484100818634,,,,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7225166666666667,0.9698166666666667,0.0035210111836592355,4.4,654.3911107838571,11.81871028253358,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7313,0.9721,0.0034257660925388336,,,,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7222833333333334,0.9699666666666666,0.0035242349515358607,4.2,781.3401964613125,11.79904158399224,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7311,0.972,0.003429061847925186,,,,2,1,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7338,0.9715333333333334,0.0033523864418268205,4.4,0.3318983831790019,12.164884995410102,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7423,0.9729,0.0032576810121536254,,,,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7433666666666666,0.9738166666666667,0.003225736661752065,4.2,0.32976870218572746,12.448902686306075,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7513,0.9753,0.0031299722313880922,,,,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.75035,0.97505,0.003122285497188568,4.2,0.26945674014101856,12.687682379735367,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7565,0.9771,0.0030247535943984986,,,,0,2,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7510166666666667,0.9753166666666667,0.0031238430231809618,4.3,2317.500444625084,12.6653265541913,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7562,0.977,0.003026875287294388,,,,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7510666666666667,0.9751166666666666,0.0031249205420414605,4.2,2632.5128579999264,12.643039797338014,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7568,0.9772,0.003029016751050949,,,,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7510166666666667,0.9751166666666666,0.003126948555310567,4.2,2956.233051083303,12.62081870240027,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7567,0.9771,0.0030309109210968016,,,,1,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7508333333333334,0.9750833333333333,0.003128438228368759,4.4,893.3531488254619,12.598672599467308,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7563,0.9771,0.003034228014945984,,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7509833333333333,0.9751666666666666,0.003130673392613729,4.3,1010.4623238269402,12.576587986051116,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7564,0.9773,0.003036460381746292,,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7511833333333333,0.9751666666666666,0.0031325257301330566,4.2,1130.8661822134775,12.554568482617356,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7559,0.9772,0.0030386165738105772,,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7570333333333333,0.9757666666666667,0.003054986470937729,4.3,0.23278387360224756,12.793887394346038,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.763,0.9778,0.0029614502489566804,,,,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7622333333333333,0.9762333333333333,0.0029911021908124286,4.3,0.42111835281759413,12.991396901417232,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7675,0.9788,0.002898076379299164,,,,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.76625,0.9771,0.0029413031220436097,4.2,0.32489645963362257,13.16631798544093,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7718,0.9783,0.0028431618571281435,,,,0,3,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.76625,0.9769666666666666,0.0029420175592104595,4.3,3255.3951618754663,13.14252245597155,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7726,0.9787,0.002843250495195389,,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7658666666666667,0.9769333333333333,0.0029433259884516397,4.1,3561.8763221992403,13.118797282129798,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7727,0.9783,0.0028448371827602386,,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7659833333333333,0.9770666666666666,0.002944344260295232,4.3,3873.4334965152425,13.09513877760368,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7726,0.9784,0.0028478514194488526,,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.76595,0.9771,0.002945850943525632,4.6,1241.7100875245246,13.071555961544172,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7722,0.9783,0.0028492083191871643,,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.76605,0.9771,0.0029473137150208156,4.3,1354.891083798145,13.048046894871959,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7723,0.9783,0.0028507584273815157,,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7660166666666667,0.9771166666666666,0.002948109848300616,4.3,1469.643967026421,13.024598405920242,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7721,0.9782,0.0028526335835456847,,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7695333333333333,0.9778,0.002905367175738017,4.3,0.28231828066333997,13.20729184690983,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.777,0.9791,0.0028060134410858154,,,,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7733,0.97855,0.002866558278600375,4.2,0.2547091051607618,13.373240238518457,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.778,0.98,0.0027737228393554685,,,,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7764666666666666,0.9783833333333334,0.0028346405615409217,4.1,0.3909195528872312,13.526457106080452,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.78,0.9804,0.0027355440139770508,,,,0,4,642,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7768166666666667,0.9784666666666667,0.002834583117564519,4.1,4171.811725127,13.501587485494715,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7803,0.9802,0.00273659530878067,,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7765333333333333,0.97855,0.002836061375339826,4.3,4477.576755124661,13.476787967922922,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7807,0.9806,0.0027380389094352722,,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7765166666666666,0.97855,0.0028365711917479833,4.3,4789.320295370756,13.45206239792007,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7799,0.9805,0.0027394408762454986,,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
0,train,0,0.7763833333333333,0.97855,0.002838227570553621,4.4,1575.778133297282,13.427414071306695,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
1,test,0,0.7794,0.9806,0.0027427628695964813,,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
2,train,1,0.7769333333333334,0.9784666666666667,0.002839076172808806,4.3,1684.322008864499,13.402841488729532,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
3,test,1,0.7804,0.9803,0.0027430081248283385,,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
4,train,2,0.7768333333333334,0.9784833333333334,0.002841402185956637,4.5,1794.8422941148247,13.378342176780384,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
5,test,2,0.7802,0.9805,0.0027467847347259523,,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,3,CNN,layerwise,CNN_layerwise
